Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,5521328,7,8,360,5473,203,0,51.42857143,81.1703089,1460,0,684.125,696.5651313,1056.448738,2.716737712,394380.5714,1066054.436,4023629,33,5470687,911781.1667,1548370.014,4023629,50830,5470583,781511.8571,1506489.801,4074933,84,0,0,0,0,152,172,1.267810932,1.44892678,0,1460,364.5625,581.5032208,338145.9958,0,0,0,1,0,0,0,0,1,388.8666667,51.42857143,684.125,152,0,0,0,0,0,0,7,360,8,5473,8192,75,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,248356,10,5,580,3307,190,0,58.0,73.1254629615,1599,0,661.4,799.9611240554,15650.9204528983,60.3971718018,17739.7142857143,26493.6389504191,71866,3,248356,27595.1111111111,33246.4385064192,74102,3,153674,38418.5,43057.611440952,78923,216,0,0,0,0,220,112,40.2647812012,20.1323906006,0,1599,242.9375,508.8856412136,258964.595833333,0,0,0,1,0,0,0,0,0,259.1333333333,58.0,661.4,220,0,0,0,0,0,0,10,580,5,3307,29200,31,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5603257,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.713870522,1867752.333,3234431.397,5602552,134,5603257,2801628.5,3961104.001,5602552,705,0,0.0,0.0,0,0,0,0,0,0,104,40,0.535402892,0.178467631,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force
80,98970766,8,6,366,11595,360,0,45.75,126.9935319,4344,0,1932.5,1977.812908,120.8538691,0.141455912,7613135.846,27400000.0,98800000,1,98800000,14100000.0,37400000.0,98800000,1,147501,29500.2,59775.45254,136091,48,0,0,0,0,252,200,0.08083195,0.060623962,0,4344,797.4,1524.982239,2325570.829,0,0,0,0,1,0,0,0,0,854.3571429,45.75,1932.5,252,0,0,0,0,0,0,8,366,6,11595,274,235,2,20,1994.0,0.0,1994,1994,98800000.0,0.0,98800000,98800000,DoS Hulk
53,48847,2,2,64,194,32,32,32.0,0.0,97,97,97.0,0.0,5281.798268,81.88834524,16282.33333,28158.53756,48797,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,40,40.94417262,40.94417262,32,97,58.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,72.5,32.0,97.0,64,0,0,0,0,0,0,2,64,2,194,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48639,1,1,48,132,48,48,48.0,0.0,132,132,132.0,0.0,3700.733979,41.11926643,48639.0,0.0,48639,48639,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.55963322,20.55963322,48,132,76.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,114.0,48.0,132.0,32,0,0,0,0,0,0,1,48,1,132,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,10786317,19,31,2008,2745,640,0,105.6842105,143.7671932,976,0,88.5483871,223.315,440.6508728,4.635502554,220128.9184,568416.9412,1988169,18,9215529,511973.8333,839656.1061,2064299,495,10800000,359539.1333,695021.8204,1988169,18,0,0,0,0,616,1000,1.76149097,2.874011583,0,976,93.19607843,193.9302988,37608.96078,0,0,0,1,0,0,0,0,1,95.06,105.6842105,88.5483871,616,0,0,0,0,0,0,19,2008,31,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,110766,1,1,43,282,43,43,43.0,0.0,282,282,282.0,0.0,2934.113356,18.05608219,110766.0,0.0,110766,110766,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.028041096,9.028041096,43,282,122.6666667,137.9867143,19040.33333,0,0,0,0,0,0,0,0,1,184.0,43.0,282.0,32,0,0,0,0,0,0,1,43,1,282,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,193,2,2,112,368,56,56,56.0,0.0,184,184,184.0,0.0,2487046.632,20725.3886,64.33333333,106.2324495,187,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10362.6943,10362.6943,56,184,107.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,134.0,56.0,184.0,64,0,0,0,0,0,0,2,112,2,368,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5492460,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.728271121,1830820.0,3170477.442,5491772,121,5492460,2746230.0,3882782.732,5491772,688,0,0.0,0.0,0,0,0,0,0,0,104,40,0.546203341,0.18206778,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force
53,141,2,2,58,122,29,29,29.0,0.0,61,61,61.0,0.0,1276595.74468085,28368.7943262411,47.0,75.3458691635,134,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,14184.3971631206,14184.3971631206,29,61,41.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,52.25,29.0,61.0,40,0,0,0,0,0,0,2,58,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,299263,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,40.09850867,6.683084778,299263.0,0.0,299263,299263,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.341542389,3.341542389,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,33,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,196,2,2,76,172,38,38,38.0,0.0,86,86,86.0,0.0,1265306.12244898,20408.1632653061,65.3333333333,29.1604755334,99,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,10204.0816326531,10204.0816326531,38,86,57.2,26.2906827602,691.2,0,0,0,0,0,0,0,0,1,71.5,38.0,86.0,40,0,0,0,0,0,0,2,76,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56474,864,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3472.222222,432.0,606.6976183,861,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,2314.814815,1157.407407,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,352,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48784,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,5780.583798,81.99409643,16261.33333,28120.43082,48732,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,40.99704821,40.99704821,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11560836,5,4,405,3525,405,0,81.0,181.1215062,3525,0,881.25,1762.5,339.940814,0.778490414,1445104.5,2707091.291,6555006,46,6557146,1639286.5,3277948.337,6556209,188,11600000,3853592.0,3425509.15,6555006,709,0,0,0,0,168,136,0.432494674,0.345995739,0,3525,393.0,1107.808648,1227240.0,0,0,0,1,0,0,0,0,0,436.6666667,81.0,881.25,168,0,0,0,0,0,0,5,405,4,3525,29200,235,1,32,769.0,0.0,769,769,6555006.0,0.0,6555006,6555006,DoS GoldenEye
80,299458,3,4,325,275,319,0,108.3333333333,182.4673486773,263,0,68.75,129.5308843481,2003.6198732377,23.3755651878,49909.6666666667,90695.4062004613,232011,4,265436,132718.0,140421.507248712,232011,33425,266055,88685.0,153243.333659249,265635,4,0,0,0,0,72,88,10.0180993662,13.3574658216,0,319,75.0,134.1843082161,18005.4285714286,0,0,0,1,0,0,0,0,1,85.7142857143,108.3333333333,68.75,72,0,0,0,0,0,0,3,325,4,275,8192,4699,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,194,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,824742.268,20618.5567,64.66666667,105.9449543,187,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,80,10309.27835,10309.27835,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,62668472,37,68,1235,78380,680,6,33.37837838,111.7018232,1430,6,1152.647059,541.2743604,1270.415529,1.675483647,602581.4615,5705816.022,58100000,1,62700000,1740790.889,9697663.484,58200000,175,62500000,933319.3881,7110901.136,58100000,1,1,0,0,0,740,1360,0.590408523,1.085075124,6,1430,752.0849057,693.6355447,481130.2689,0,1,0,0,1,0,0,0,1,759.247619,33.37837838,1152.647059,740,0,0,0,0,0,0,37,1235,68,78380,255,370,36,20,4430688.0,0.0,4430688,4430688,58100000.0,0.0,58100000,58100000,BENIGN
6901,65,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,246153.8462,61538.46154,21.66666667,9.814954576,33,16,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,48,40,30769.23077,30769.23077,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,180,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1800000.0,22222.22222,60.0,63.22183167,128,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,11111.11111,11111.11111,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46943,2,2,94,554,47,47,47.0,0.0,277,277,277.0,0.0,13803.9750335513,85.2097224293,15647.6666666667,27059.2613597144,46893,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,42.6048612147,42.6048612147,47,277,139.0,125.9761882262,15870.0,0,0,0,0,0,0,0,0,1,173.75,47.0,277.0,40,0,0,0,0,0,0,2,94,2,554,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60586412,10,11,899,878,857,0,89.9,269.5430083184,433,0,79.8181818182,174.6337986656,29.3300088475,0.3466123724,3029320.6,4653665.41067766,10004004,21,60373781,6708197.88888889,4937847.35740038,10054497,25074,60535804,6053580.4,5105355.80628329,10054431,1874,0,0,0,0,224,304,0.1650535107,0.1815588617,0,857,80.7727272727,214.5002901137,46010.3744588745,0,0,0,1,0,0,0,0,1,84.619047619,89.9,79.8181818182,224,0,0,0,0,0,0,10,899,11,878,8192,112,8,20,105357.333333333,134399.914128941,379700,50427,9956939.5,106489.435022917,10004004,9739606,BENIGN
2910,65,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,246153.8462,61538.46154,21.66666667,8.082903769,31,17,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,48,40,30769.23077,30769.23077,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57435,430,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4651.162791,430.0,0.0,430,430,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2325.581395,2325.581395,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9460,63,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,285714.2857,47619.04762,31.5,43.13351365,62,1,63,31.5,43.13351365,62,1,0,0.0,0.0,0,0,0,0,0,0,60,0,47619.04762,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,389,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,56538478,2,1,66,6,60,6,33.0,38.18376618,6,6,6.0,0.0,1.273469017,0.053061209,28300000.0,40000000.0,56500000,389,56500000,56500000.0,0.0,56500000,56500000,0,0.0,0.0,0,0,0,0,0,0,40,20,0.035374139,0.01768707,6,60,19.5,27.0,729.0,0,0,0,0,1,0,0,0,0,26.0,33.0,6.0,40,0,0,0,0,0,0,2,66,1,6,255,0,1,20,0.0,0.0,0,0,56500000.0,0.0,56500000,56500000,Infiltration
2421,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.44262,16393.44262,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29200,64240,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62580,2,2,62,274,31,31,31.0,0.0,137,137,137.0,0.0,5369.127517,63.91818472,20860.0,36125.38369,62574,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,31.95909236,31.95909236,31,137,73.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,91.75,31.0,137.0,64,0,0,0,0,0,0,2,62,2,274,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61194,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,2957.806321,32.68294277,61194.0,0.0,61194,61194,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.34147139,16.34147139,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,187,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,1090909.091,21390.37433,62.33333333,67.64860186,136,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,10695.18717,10695.18717,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,64,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1388,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1440.92219,1388.0,0.0,1388,1388,1388,1388.0,0.0,1388,1388,0,0.0,0.0,0,0,0,0,0,0,64,0,1440.92219,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,260,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51728,82191450,5,9,11613,62,11595,0,2322.6,5183.42983,20,0,6.888888889,5.30199124,142.0464051,0.170334019,6322419.231,20900000.0,75700000,1,82200000,20500000.0,40000000.0,80600000,185,80600000,10100000.0,26600000.0,75700000,1,0,0,0,0,112,192,0.060833578,0.109500441,0,11595,778.7333333,2992.233243,8953459.781,0,0,0,0,1,1,0,0,1,834.3571429,2322.6,6.888888889,112,0,0,0,0,0,0,5,11613,9,62,229,256,3,20,4880374.0,0.0,4880374,4880374,75700000.0,0.0,75700000,75700000,BENIGN
443,165104,6,7,1140,7156,771,0,190.0,299.0484910512,2932,0,1022.2857142857,1083.2969297913,50247.1169686985,78.7382498304,13758.6666666667,16737.6341237526,37230,3,131382,26276.4,23991.1521982584,57473,2055,132378,22063.0,24673.9546080477,53962,3,0,0,0,0,132,148,36.340730691,42.3975191395,0,2932,592.5714285714,881.6264440301,777265.186813187,0,0,0,1,0,0,0,0,1,638.1538461538,190.0,1022.2857142857,132,0,0,0,0,0,0,6,1140,7,7156,8192,31611,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11884321,8,6,488,11632,488,0,61.0,172.5340546,5792,0,1938.666667,2544.918912,1019.831087,1.178022707,914178.5385,2263043.846,6880499,1,6886369,983767.0,2601553.196,6883535,1,11900000,2376854.8,3321173.761,6880499,134,0,0,0,0,264,200,0.673155833,0.504866875,0,5792,808.0,1800.373295,3241344.0,0,0,0,1,0,0,0,0,0,865.7142857,61.0,1938.666667,264,0,0,0,0,0,0,8,488,6,11632,29200,235,1,32,842.0,0.0,842,842,6880499.0,0.0,6880499,6880499,DoS GoldenEye
123,26428,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3632.5109732102,75.6773119419,26428.0,0.0,26428,26428,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,37.8386559709,37.8386559709,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,20446,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,586.9118654,97.81864423,20446.0,0.0,20446,20446,20446,20446.0,0.0,20446,20446,0,0.0,0.0,0,0,0,0,0,0,40,0,97.81864423,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117579897,15,14,363,400,352,0,24.2,90.68406696,400,0,28.57142857,106.9044968,6.489204528,0.246640801,4199282.036,4794303.041,10000000,45,117000000,8379947.643,3760147.645,10300000,260052,117000000,9024606.923,3153750.934,10300000,3238,0,0,0,0,312,424,0.127572828,0.119067973,0,400,25.43333333,95.50399282,9121.012644,0,0,0,1,0,0,0,0,0,26.31034483,24.2,28.57142857,312,0,0,0,0,0,0,15,363,14,400,8192,946,12,20,683599.2727,1396014.446,4892735,259756,9981788.636,61343.81763,10000000,9797471,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
123,66094343,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.9049384756,0.0605195516,22031447.6666667,37994976.9515142,65904268,94299,66000044,66000044.0,0.0,66000044,66000044,65998567,65998567.0,0.0,65998567,65998567,0,0,0,0,40,40,0.0302597758,0.0302597758,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,95776.0,0.0,95776,95776,65904268.0,0.0,65904268,65904268,BENIGN
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,3002664,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999112788,1501332.0,710799.2928,2003943,998721,3002664,1501332.0,710799.2928,2003943,998721,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999112788,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
53,85838,2,2,74,182,37,37,37.0,0.0,91,91,91.0,0.0,2982.362124,46.59940819,28612.66667,49475.45398,85742,47,49,49.0,0.0,49,49,47,47.0,0.0,47,47,0,0,0,0,64,40,23.29970409,23.29970409,37,91,58.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,73.25,37.0,91.0,64,0,0,0,0,0,0,2,74,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,9526550,124,197,23743,257051,1989,0,191.4758065,464.8764757,3744,0,1304.827411,837.0107774,29474.8886,33.69530418,29770.46875,286179.8935,4963319,1,9526550,77451.62602,458997.3891,4963319,2,4385653,22375.78061,100868.377,1288529,1,0,0,0,0,3976,6312,13.01625457,20.6790496,0,3744,872.0310559,898.2310752,806819.0645,0,0,0,1,0,0,0,0,1,874.7476636,191.4758065,1304.827411,3976,0,0,0,0,0,0,124,23743,197,257051,29200,27470,22,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,41,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,341463.4146,48780.4878,41.0,0.0,41,41,41,41.0,0.0,41,41,0,0.0,0.0,0,0,1,0,0,0,64,0,48780.4878,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
19867,770,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,15584.41558,2597.402597,770.0,0.0,770,770,770,770.0,0.0,770,770,0,0.0,0.0,0,0,0,0,0,0,40,0,2597.402597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,18980,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,476,1,1,60,115,60,60,60.0,0.0,115,115,115.0,0.0,367647.0588,4201.680672,476.0,0.0,476,476,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2100.840336,2100.840336,60,115,78.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,117.5,60.0,115.0,32,0,0,0,0,0,0,1,60,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,20759702,10,9,881,3258,357,0,88.1,149.0417168,1448,0,362.0,562.0340292,199.3766577,0.915234718,1153316.778,3201132.706,9997963,33,10700000,1193122.889,3302719.992,9997963,214,20600000,2580130.875,4587706.028,10100000,208,0,0,0,0,328,296,0.481702483,0.433532235,0,1448,206.95,405.7108738,164601.3132,0,0,0,1,0,0,0,0,0,217.8421053,88.1,362.0,328,0,0,0,0,0,0,10,881,9,3258,29200,5261,3,32,740143.0,0.0,740143,740143,9997963.0,0.0,9997963,9997963,BENIGN
53,60969,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,2296.248913,32.80355591,60969.0,0.0,60969,60969,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.40177795,16.40177795,56,84,65.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,20,0,0,0,0,0,0,1,56,1,84,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
22,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
80,76458937,8,5,56,11601,20,0,7.0,5.656854249,4380,0,2320.2,2207.341206,152.4609216,0.170025906,6371578.083,20700000.0,72100000,5,76400000,10900000.0,27000000.0,72100000,5,85526,21381.5,29323.48012,62340,154,0,0,0,0,172,112,0.104631326,0.065394579,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4236275.0,0.0,4236275,4236275,72100000.0,0.0,72100000,72100000,DDoS
80,71415430,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.028005152,71400000.0,0.0,71400000,71400000,71400000,71400000.0,0.0,71400000,71400000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.028005152,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,71400000.0,0.0,71400000,71400000,DoS GoldenEye
443,185172,10,7,548,3910,191,0,54.8,70.62388642,1430,0,558.5714286,639.6243317,24074.91413,91.80653663,11573.25,17200.92775,43216,1,185172,20574.66667,19268.51997,43287,1,109284,18214.0,29183.29751,69749,3,0,0,0,0,212,152,54.00384507,37.80269155,0,1430,247.6666667,460.789093,212326.5882,0,0,0,1,0,0,0,0,0,262.2352941,54.8,558.5714286,212,0,0,0,0,0,0,10,548,7,3910,8192,343,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
